age,gender,height_cm,weight_kg,bmi,bmi_category,activity_level,goal,diet_preference,bmr,tdee,calorie_target,diet_plan,workout_plan,fitness_category,fat_pct,water_liters,workout_freq,session_hours,max_bpm,avg_bpm,calories_burned_session
39,Female,164.0,68.6,25.51,Overweight,Moderate,Improve Stamina,Vegetarian,1355.0,2100.2,2200.2,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,32.4,1.5,3,1.33,162,154,1024.0
59,Male,188.0,123.3,34.89,Obese,Active,Weight Loss,Vegetarian,2118.0,3653.6,3253.6,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,23.0,2.6,4,1.3,177,161,1036.0
23,Male,194.0,107.0,28.43,Overweight,Sedentary,Weight Loss,Vegetarian,2172.5,2607.0,2207.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,23.5,2.9,2,1.35,198,120,891.0
32,Male,192.0,68.3,18.53,Normal,Sedentary,Muscle Gain,Vegetarian,1728.0,2073.6,2373.6,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,29.9,3.5,2,1.42,168,165,1289.0
54,Female,160.0,47.8,18.67,Normal,Active,Improve Stamina,Vegetarian,1047.0,1806.1,1906.1,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,26.0,2.3,4,1.19,171,155,830.0
50,Female,179.0,58.4,18.23,Underweight,Active,Maintain Fitness,Non-Vegetarian,1291.8,2228.4,2228.4,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,17.0,2.7,4,1.6,164,131,943.0
25,Female,171.0,74.3,25.41,Overweight,Moderate,Maintain Fitness,Vegetarian,1525.8,2365.0,2365.0,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,25.6,1.6,3,1.43,162,157,1123.0
22,Male,182.0,106.8,32.24,Obese,Active,Maintain Fitness,Vegetarian,2100.5,3623.4,3623.4,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,28.2,2.3,4,1.0,170,130,715.0
56,Male,180.0,125.5,38.73,Obese,Active,Weight Loss,Vegan,2105.0,3631.1,3231.1,Low Calorie Balanced Diet,Moderate Strength Training,Needs Improvement,20.9,2.7,4,1.26,189,131,817.0
21,Female,155.0,55.2,22.98,Normal,Active,Muscle Gain,Vegetarian,1254.8,2164.5,2464.5,High Protein Veg Diet,Progressive Strength Training,Needs Improvement,31.7,1.7,4,1.37,163,161,1103.0
23,Female,172.0,71.4,24.13,Normal,Sedentary,Muscle Gain,Vegan,1513.0,1815.6,2115.6,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,25.6,1.5,2,1.25,164,169,1056.0
49,Male,161.0,77.7,29.98,Overweight,Moderate,Weight Loss,Vegetarian,1543.2,2392.0,1992.0,Low Calorie Balanced Diet,Moderate Strength Training,Needs Improvement,26.7,3.4,3,1.03,160,158,806.0
47,Male,160.0,88.4,34.53,Obese,Very Active,Weight Loss,Vegetarian,1654.0,3142.6,2742.6,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,14.2,3.5,5,1.86,186,126,1160.0
52,Male,199.0,104.8,26.46,Overweight,Sedentary,Weight Loss,Non-Vegetarian,2036.8,2444.2,2044.2,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,24.0,2.0,2,0.93,187,130,598.0
57,Male,169.0,82.2,28.78,Overweight,Active,Weight Loss,Non-Vegetarian,1598.2,2756.9,2356.9,Low Calorie Balanced Diet,Moderate Strength Training,Needs Improvement,25.2,3.4,4,1.15,188,155,882.0
33,Female,175.0,68.2,22.27,Normal,Sedentary,Muscle Gain,Vegan,1449.8,1739.8,2039.8,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,29.0,1.7,2,0.85,177,150,638.0
30,Male,199.0,91.4,23.08,Normal,Moderate,Maintain Fitness,Non-Vegetarian,2012.8,3119.8,3119.8,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,23.0,3.7,3,1.37,171,152,1145.0
59,Female,165.0,42.1,15.46,Underweight,Sedentary,Muscle Gain,Vegan,996.2,1195.4,1495.4,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,33.0,2.2,2,1.22,172,132,725.0
47,Female,176.0,68.7,22.18,Normal,Moderate,Muscle Gain,Vegetarian,1391.0,2156.1,2456.1,High Protein Veg Diet,Moderate Strength Training,Moderately Fit,27.7,2.4,3,1.37,161,137,845.0
36,Female,174.0,47.2,15.59,Underweight,Active,Improve Stamina,Vegetarian,1218.5,2101.9,2201.9,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,32.2,1.6,4,1.5,196,160,1200.0
34,Male,176.0,92.0,29.7,Overweight,Light,Improve Stamina,Non-Vegetarian,1855.0,2550.6,2650.6,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,22.1,3.5,3,0.73,175,143,574.0
36,Male,195.0,56.2,14.78,Underweight,Active,Muscle Gain,Vegan,1605.8,2770.0,3070.0,High Protein Veg Diet,Progressive Strength Training,Moderately Fit,22.5,3.4,4,1.09,183,128,767.0
45,Male,172.0,58.4,19.74,Normal,Active,Maintain Fitness,Eggetarian,1439.0,2482.3,2482.3,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,23.4,3.1,4,1.31,194,150,973.0
43,Male,195.0,82.9,21.8,Normal,Very Active,Improve Stamina,Vegetarian,1837.8,3491.8,3591.8,High Carb Performance Diet,Cardio Endurance Training,Fit,12.9,3.5,5,1.9,181,160,1505.0
54,Female,174.0,66.9,22.1,Normal,Sedentary,Maintain Fitness,Vegetarian,1325.5,1590.6,1590.6,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,29.5,2.1,2,1.24,195,129,720.0
43,Male,185.0,66.3,19.37,Normal,Sedentary,Weight Loss,Non-Vegetarian,1609.2,1931.0,1531.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,27.5,3.2,2,1.18,170,121,707.0
40,Male,193.0,93.6,25.13,Overweight,Light,Weight Loss,Vegetarian,1947.2,2677.4,2277.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,22.1,2.0,3,1.38,188,157,1192.0
26,Female,150.0,64.1,28.49,Overweight,Very Active,Weight Loss,Eggetarian,1287.5,2446.2,2046.2,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,15.1,2.7,5,1.93,194,134,1293.0
29,Male,162.0,86.7,33.04,Obese,Active,Weight Loss,Vegan,1739.5,3000.6,2600.6,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,13.9,3.5,4,1.52,174,122,1020.0
18,Female,159.0,62.0,24.52,Normal,Active,Muscle Gain,Vegetarian,1362.8,2350.8,2650.8,High Protein Veg Diet,Progressive Strength Training,Needs Improvement,33.2,2.2,4,1.23,190,162,996.0
18,Female,161.0,58.1,22.41,Normal,Active,Maintain Fitness,Non-Vegetarian,1336.2,2304.9,2304.9,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,15.3,2.7,4,1.9,175,150,1425.0
51,Female,160.0,64.9,25.35,Overweight,Active,Maintain Fitness,Non-Vegetarian,1233.0,2126.9,2126.9,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,31.1,2.5,4,1.49,169,125,838.0
49,Female,162.0,69.3,26.41,Overweight,Active,Weight Loss,Vegetarian,1299.5,2241.6,1841.6,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,28.8,1.9,4,1.14,191,122,626.0
42,Female,174.0,42.7,14.1,Underweight,Light,Muscle Gain,Eggetarian,1143.5,1572.3,1872.3,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,32.9,1.6,3,1.04,161,130,608.0
57,Female,163.0,51.4,19.35,Normal,Active,Maintain Fitness,Non-Vegetarian,1086.8,1874.7,1874.7,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,33.7,2.0,4,1.2,183,134,724.0
18,Female,160.0,67.4,26.33,Overweight,Light,Muscle Gain,Vegan,1423.0,1956.6,2256.6,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,33.5,2.4,3,0.6,182,164,492.0
33,Female,161.0,55.6,21.45,Normal,Active,Maintain Fitness,Vegetarian,1236.2,2132.4,2132.4,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,18.9,2.7,4,1.77,161,147,1301.0
56,Male,186.0,125.3,36.22,Obese,Moderate,Maintain Fitness,Vegan,2140.5,3317.8,3317.8,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,22.7,2.2,3,1.0,197,129,639.0
22,Male,185.0,102.1,29.83,Overweight,Active,Improve Stamina,Vegetarian,2072.2,3574.5,3674.5,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,28.1,2.4,4,1.48,190,157,1278.0
39,Male,177.0,61.9,19.76,Normal,Light,Muscle Gain,Vegetarian,1535.2,2110.9,2410.9,High Protein Veg Diet,Beginner Fitness Routine,Moderately Fit,25.3,2.3,3,1.32,199,166,1205.0
46,Male,164.0,108.8,40.45,Obese,Light,Weight Loss,Eggetarian,1888.0,2596.0,2196.0,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,20.5,3.4,3,1.4,185,169,1171.0
20,Female,158.0,51.1,20.47,Normal,Sedentary,Improve Stamina,Vegetarian,1237.5,1485.0,1585.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,29.6,1.6,2,0.5,188,169,422.0
29,Male,199.0,81.7,20.63,Normal,Sedentary,Muscle Gain,Vegetarian,1920.8,2305.0,2605.0,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,29.4,3.2,2,1.45,162,126,1005.0
43,Female,166.0,42.7,15.5,Underweight,Sedentary,Improve Stamina,Eggetarian,1088.5,1306.2,1406.2,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,33.9,1.9,2,0.73,173,134,440.0
33,Male,199.0,81.8,20.66,Normal,Active,Muscle Gain,Eggetarian,1901.8,3280.6,3580.6,High Protein Non-Veg Diet,Progressive Strength Training,Fit,10.5,3.5,4,1.59,184,137,1198.0
54,Male,176.0,54.6,17.63,Underweight,Active,Improve Stamina,Non-Vegetarian,1381.0,2382.2,2482.2,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,27.4,3.3,4,1.28,160,137,868.0
39,Male,188.0,107.7,30.47,Obese,Sedentary,Weight Loss,Non-Vegetarian,2062.0,2474.4,2074.4,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,28.1,3.6,2,0.72,162,160,634.0
46,Female,160.0,56.9,22.23,Normal,Light,Weight Loss,Vegetarian,1178.0,1619.8,1219.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Moderately Fit,27.7,1.6,3,0.88,185,143,566.0
31,Male,171.0,78.8,26.95,Overweight,Active,Weight Loss,Vegetarian,1706.8,2944.2,2544.2,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,24.7,2.5,4,1.49,177,121,992.0
45,Female,164.0,48.2,17.92,Underweight,Active,Muscle Gain,Vegetarian,1121.0,1933.7,2233.7,High Protein Veg Diet,Progressive Strength Training,Needs Improvement,32.1,2.5,4,1.25,168,159,894.0
22,Female,159.0,50.7,20.05,Normal,Moderate,Muscle Gain,Non-Vegetarian,1229.8,1906.2,2206.2,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,29.4,1.8,3,1.27,197,139,883.0
47,Male,199.0,86.6,21.87,Normal,Active,Muscle Gain,Non-Vegetarian,1879.8,3242.7,3542.7,High Protein Non-Veg Diet,Moderate Strength Training,Fit,10.6,3.5,4,1.98,182,153,1500.0
22,Male,163.0,96.3,36.25,Obese,Active,Improve Stamina,Non-Vegetarian,1876.8,3237.5,3337.5,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,27.1,2.4,4,1.35,180,162,1203.0
29,Male,198.0,80.8,20.61,Normal,Very Active,Muscle Gain,Non-Vegetarian,1905.5,3620.4,3920.4,High Protein Non-Veg Diet,Progressive Strength Training,Fit,14.6,3.5,5,1.65,160,145,1316.0
33,Female,153.0,58.0,24.78,Normal,Very Active,Muscle Gain,Vegetarian,1210.2,2299.4,2599.4,High Protein Veg Diet,Progressive Strength Training,Fit,18.3,2.7,5,1.84,180,126,1159.0
43,Male,185.0,95.9,28.02,Overweight,Sedentary,Improve Stamina,Non-Vegetarian,1905.2,2286.2,2386.2,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,27.7,3.4,2,1.28,186,157,995.0
43,Female,158.0,61.5,24.64,Normal,Very Active,Maintain Fitness,Vegetarian,1226.5,2330.3,2330.3,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,16.8,2.7,5,1.86,165,149,1247.0
38,Female,179.0,40.6,12.67,Underweight,Sedentary,Weight Loss,Non-Vegetarian,1173.8,1408.6,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,26.8,2.7,2,0.62,195,161,499.0
56,Male,187.0,82.5,23.59,Normal,Very Active,Maintain Fitness,Vegetarian,1718.8,3265.7,3265.7,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,13.2,3.5,5,1.51,187,124,927.0
53,Male,184.0,105.1,31.04,Obese,Light,Weight Loss,Vegan,1941.0,2668.9,2268.9,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,23.3,2.9,3,0.69,176,130,444.0
50,Female,158.0,58.1,23.27,Normal,Very Active,Maintain Fitness,Vegetarian,1157.5,2199.2,2199.2,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,19.3,2.7,5,1.93,199,120,1042.0
47,Female,176.0,61.0,19.69,Normal,Very Active,Maintain Fitness,Vegetarian,1314.0,2496.6,2496.6,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,15.6,2.7,5,1.54,162,153,1060.0
54,Female,153.0,64.5,27.55,Overweight,Active,Maintain Fitness,Vegetarian,1170.2,2018.6,2018.6,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,17.2,2.7,4,1.74,171,120,940.0
40,Male,198.0,58.2,14.85,Underweight,Moderate,Improve Stamina,Non-Vegetarian,1624.5,2518.0,2618.0,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,24.0,2.5,3,1.43,198,138,1085.0
27,Female,176.0,69.5,22.44,Normal,Light,Muscle Gain,Non-Vegetarian,1499.0,2061.1,2361.1,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,34.4,2.0,3,0.94,171,121,569.0
22,Male,184.0,62.2,18.37,Underweight,Light,Muscle Gain,Vegetarian,1667.0,2292.1,2592.1,High Protein Veg Diet,Beginner Fitness Routine,Moderately Fit,21.5,2.3,3,0.51,161,140,393.0
53,Female,170.0,68.0,23.53,Normal,Active,Maintain Fitness,Vegetarian,1316.5,2271.0,2271.0,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,25.1,2.4,4,1.06,181,139,663.0
51,Female,150.0,56.3,25.02,Overweight,Light,Weight Loss,Non-Vegetarian,1084.5,1491.2,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,27.4,2.4,3,1.43,182,142,914.0
48,Male,170.0,94.5,32.7,Obese,Moderate,Improve Stamina,Vegetarian,1772.5,2747.4,2847.4,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,28.2,3.5,3,1.01,189,140,700.0
27,Female,179.0,58.0,18.1,Underweight,Sedentary,Weight Loss,Vegan,1402.8,1683.4,1283.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,27.1,1.5,2,1.39,164,143,994.0
36,Male,194.0,84.0,22.32,Normal,Very Active,Maintain Fitness,Non-Vegetarian,1877.5,3567.2,3567.2,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,11.2,3.5,5,1.8,168,123,1218.0
49,Male,187.0,61.0,17.44,Underweight,Active,Muscle Gain,Vegetarian,1538.8,2654.4,2954.4,High Protein Veg Diet,Moderate Strength Training,Moderately Fit,21.3,3.0,4,1.14,180,131,739.0
18,Female,153.0,64.8,27.68,Overweight,Very Active,Maintain Fitness,Vegetarian,1353.2,2571.1,2571.1,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,18.6,2.7,5,1.98,170,141,1396.0
22,Male,177.0,45.7,14.59,Underweight,Light,Maintain Fitness,Eggetarian,1458.2,2005.0,2005.0,Balanced Maintenance Diet,Beginner Cardio + Walking,Moderately Fit,20.7,2.4,3,1.04,164,139,795.0
21,Male,190.0,80.9,22.41,Normal,Active,Maintain Fitness,Vegetarian,1896.5,3271.5,3271.5,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,11.7,3.5,4,1.8,194,137,1356.0
33,Female,163.0,64.1,24.13,Normal,Very Active,Muscle Gain,Vegetarian,1333.8,2534.2,2834.2,High Protein Veg Diet,Progressive Strength Training,Fit,16.4,2.7,5,1.58,186,120,948.0
41,Male,177.0,67.0,21.39,Normal,Moderate,Maintain Fitness,Vegan,1576.2,2443.1,2443.1,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,25.6,2.6,3,1.22,161,149,900.0
33,Male,160.0,106.5,41.6,Obese,Active,Weight Loss,Eggetarian,1905.0,3286.1,2886.1,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,27.3,3.3,4,1.4,183,152,1170.0
19,Male,185.0,95.1,27.79,Overweight,Active,Maintain Fitness,Eggetarian,2017.2,3479.7,3479.7,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,25.3,2.3,4,1.21,190,143,952.0
45,Female,157.0,65.5,26.57,Overweight,Sedentary,Weight Loss,Non-Vegetarian,1250.2,1500.2,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,34.3,2.3,2,0.66,192,133,395.0
49,Male,164.0,105.7,39.3,Obese,Moderate,Improve Stamina,Vegetarian,1842.0,2855.1,2955.1,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,29.5,3.1,3,1.2,198,155,921.0
44,Female,176.0,48.0,15.5,Underweight,Sedentary,Improve Stamina,Vegetarian,1199.0,1438.8,1538.8,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,28.6,2.6,2,0.88,189,124,491.0
37,Female,150.0,69.5,30.89,Obese,Sedentary,Weight Loss,Non-Vegetarian,1286.5,1543.8,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,32.8,2.4,2,0.69,196,130,448.0
41,Male,169.0,66.1,23.14,Normal,Sedentary,Improve Stamina,Non-Vegetarian,1517.2,1820.6,1920.6,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,27.4,3.4,2,0.77,187,143,545.0
29,Male,170.0,68.0,23.53,Normal,Sedentary,Maintain Fitness,Vegetarian,1602.5,1923.0,1923.0,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,28.9,2.9,2,0.76,190,150,627.0
52,Male,178.0,50.3,15.88,Underweight,Sedentary,Maintain Fitness,Eggetarian,1360.5,1632.6,1632.6,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,24.5,2.3,2,0.85,170,132,555.0
50,Female,168.0,69.3,24.55,Normal,Sedentary,Maintain Fitness,Vegetarian,1332.0,1598.4,1598.4,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,30.3,2.0,2,1.2,182,135,729.0
50,Male,163.0,86.7,32.63,Obese,Active,Improve Stamina,Non-Vegetarian,1640.8,2830.4,2930.4,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,12.1,3.5,4,1.7,161,143,1203.0
54,Male,194.0,125.9,33.45,Obese,Moderate,Weight Loss,Vegetarian,2206.5,3420.1,3020.1,Low Calorie Balanced Diet,Moderate Strength Training,Needs Improvement,28.5,2.9,3,1.35,199,132,882.0
29,Male,193.0,88.1,23.65,Normal,Very Active,Improve Stamina,Non-Vegetarian,1947.2,3699.7,3799.7,High Carb Performance Diet,Cardio Endurance Training,Fit,11.1,3.5,5,1.88,186,143,1479.0
20,Male,182.0,124.3,37.53,Obese,Moderate,Improve Stamina,Vegetarian,2285.5,3542.5,3642.5,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,22.4,3.2,3,1.25,194,145,997.0
18,Male,185.0,62.0,18.12,Underweight,Light,Muscle Gain,Vegetarian,1691.2,2325.4,2625.4,High Protein Veg Diet,Beginner Fitness Routine,Moderately Fit,23.7,3.0,3,0.88,161,121,586.0
50,Female,172.0,69.7,23.56,Normal,Active,Muscle Gain,Vegetarian,1361.0,2347.7,2647.7,High Protein Veg Diet,Moderate Strength Training,Moderately Fit,27.3,2.0,4,1.24,198,135,753.0
57,Female,152.0,60.9,26.36,Overweight,Moderate,Muscle Gain,Non-Vegetarian,1113.0,1725.2,2025.2,High Protein Non-Veg Diet,Moderate Strength Training,Needs Improvement,30.6,1.8,3,1.31,196,157,926.0
27,Male,197.0,76.5,19.71,Normal,Sedentary,Muscle Gain,Non-Vegetarian,1866.2,2239.4,2539.4,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,21.3,2.3,2,1.13,180,165,1025.0
46,Male,182.0,94.7,28.59,Overweight,Moderate,Improve Stamina,Non-Vegetarian,1859.5,2882.2,2982.2,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,23.2,3.2,3,1.47,164,120,873.0
30,Male,175.0,67.9,22.17,Normal,Sedentary,Improve Stamina,Eggetarian,1627.8,1953.4,2053.4,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,29.1,3.1,2,1.25,180,168,1155.0
29,Male,187.0,121.1,34.63,Obese,Active,Weight Loss,Vegetarian,2239.8,3863.7,3463.7,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,24.1,3.2,4,1.31,188,130,937.0
48,Female,164.0,71.5,26.58,Overweight,Active,Maintain Fitness,Vegetarian,1339.0,2309.8,2309.8,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,32.5,1.9,4,1.46,179,154,1012.0
19,Male,170.0,98.6,34.12,Obese,Sedentary,Weight Loss,Vegan,1958.5,2350.2,1950.2,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,21.1,2.4,2,0.83,197,162,740.0
52,Female,163.0,68.2,25.67,Overweight,Light,Muscle Gain,Vegetarian,1279.8,1759.7,2059.7,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,27.5,2.4,3,1.17,179,148,779.0
40,Female,169.0,57.7,20.2,Normal,Active,Maintain Fitness,Eggetarian,1272.2,2194.5,2194.5,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,33.1,2.4,4,1.18,184,156,920.0
34,Male,163.0,124.6,46.9,Obese,Moderate,Weight Loss,Vegetarian,2099.8,3254.7,2854.7,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,27.6,2.8,3,1.41,161,136,1055.0
43,Female,159.0,73.0,28.88,Overweight,Light,Improve Stamina,Eggetarian,1347.8,1853.2,1953.2,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,28.9,2.2,3,1.31,191,158,931.0
25,Female,151.0,59.4,26.05,Overweight,Very Active,Improve Stamina,Vegetarian,1251.8,2378.4,2478.4,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,19.8,2.7,5,1.62,185,161,1304.0
46,Female,165.0,52.0,19.1,Normal,Sedentary,Weight Loss,Vegan,1160.2,1392.2,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,34.1,1.9,2,0.7,165,147,463.0
43,Female,165.0,42.2,15.5,Underweight,Moderate,Improve Stamina,Non-Vegetarian,1077.2,1669.7,1769.7,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,34.6,2.3,3,1.33,162,148,886.0
27,Male,164.0,89.3,33.2,Obese,Active,Weight Loss,Eggetarian,1788.0,3084.3,2684.3,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,12.1,3.5,4,1.82,192,162,1622.0
43,Male,176.0,110.0,35.51,Obese,Light,Improve Stamina,Vegetarian,1990.0,2736.2,2836.2,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,22.0,3.4,3,1.09,160,122,658.0
51,Female,158.0,66.2,26.52,Overweight,Light,Weight Loss,Non-Vegetarian,1233.5,1696.1,1296.1,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,31.3,2.3,3,0.86,164,129,499.0
58,Male,166.0,58.6,21.27,Normal,Sedentary,Maintain Fitness,Eggetarian,1338.5,1606.2,1606.2,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,26.8,2.9,2,1.21,172,161,964.0
24,Male,167.0,51.0,18.29,Underweight,Light,Muscle Gain,Non-Vegetarian,1438.8,1978.3,2278.3,High Protein Non-Veg Diet,Beginner Fitness Routine,Moderately Fit,21.3,2.8,3,0.97,178,133,710.0
21,Male,195.0,101.5,26.69,Overweight,Light,Improve Stamina,Non-Vegetarian,2133.8,2934.0,3034.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,27.9,3.1,3,0.97,171,131,699.0
28,Male,187.0,114.2,32.66,Obese,Moderate,Weight Loss,Non-Vegetarian,2175.8,3372.5,2972.5,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,20.2,3.2,3,1.05,184,166,959.0
46,Male,172.0,54.4,18.39,Underweight,Sedentary,Weight Loss,Non-Vegetarian,1394.0,1672.8,1272.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,24.8,2.9,2,0.91,194,161,725.0
